no,name,price,type,area,bedrooms,bathrooms,receptions,district,city,postcode
2649,Eglantine Road,1275000,House,1766,4,4,4,Wandsworth,London,SW18 2DD
2650,Longmoore Street,2100000,House,1913,4,4,4,,London,SW1V 1JQ
2651,Elizabeth Street,3450000,Flat / Apartment,2377,5,5,5,,London,SW1W 9PB
2652,Elsworthy Rise,1050000,New development,546,1,1,1,Primrose Hill,London,NW3 3DS
2653,Well Road,6950000,New development,4295,5,5,5,Hampstead,London,NW3 1LH
2654,St John Street,999950,Penthouse,764,2,2,2,,London,EC1V 4ND
2655,Mandeville Courtyard,995000,Flat / Apartment,1115,2,2,2, Battersea,London,SW11 4NB
2656,Hornsey Lane Gardens,1150000,Flat / Apartment,1346,3,3,3,Highgate,London,N6 5NY
2657,Boat Race House,2200000,Penthouse,1715,2,2,2,63 Mortlake High Street,London,SW14 8HL
2658,Boat Race House,1800000,Penthouse,1490,2,2,2,63 Mortlake High Street,London,SW14 8HL
2659,Warwick Way,680000,Flat / Apartment,681,2,2,2,,London,SW1V 1QR
2660,Butler House,925000,New development,1033,3,3,3, Maida Vale,London,W9 2DP
2661,Westbourne Terrace Road,1800000,Flat / Apartment,1441,3,3,3,Little Venice,London,W2 6NG
2662,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA
2663,Vincent Close,1765000,House,3354,5,5,5,Esher,London,KT10 8AW
2664,Horseshoe Court,835000,Flat / Apartment,744,2,2,2,11 Brewhouse Yard,London,EC1V 4JU
2665,Tring Avenue,1900000,House,2599,5,5,5,,London,W5 3QD
2666,Jackson & Joseph Building,1900000,Flat / Apartment,2114,2,2,2,8 Princelet Street,London,E1 6QJ
2667,Upper Richmond Road,540000,Flat / Apartment,615,2,2,2,Putney,London,SW15 2TX
2668,Palm House,899950,Flat / Apartment,1025,3,3,3,70 Sancroft Street,London,SE11 5AH
2669,Macaulay Road,5950000,House,6776,8,8,8,Clapham,London,SW4 0QX
2670,Poppyfield House,460000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD
2671,Ormond House,730000,Flat / Apartment,626,2,2,2,Medway Street,London,SW1P 2TB
2672,Lingfield Road,1495000,Flat / Apartment,1618,3,3,3,,London,SW19 4PU
2673,Blue Row Cottage,525000,House,833,3,3,3,Upshirebury Green,London,EN9 3ST
2674,Carlton Hill,1195000,Flat / Apartment,839,2,2,2,St. John's Wood,London,NW8 0JY
2675,Eardley Crescent,775000,Flat / Apartment,828,2,2,2,,London,SW5 9JS
2676,Anhalt Road,3200000,House,2634,5,5,5,Battersea,London,SW11 4NZ
2677,Clare Hill,2495000,House,4185,6,6,6,Esher,London,KT10 9NB
2678,Hardman Road,699950,House,1037,3,3,3,Kingston upon Thames,London,KT2 6RH
2679,Carew Road,500000,Flat / Apartment,955,2,2,2,Northwood,London,HA6 3NL
2680,Almeric Road,699999,Flat / Apartment,970,2,2,2,,London,SW11 1HL
2681,Ellington Street,500000,Flat / Apartment,462,1,1,1,,London,N7 8PL
2682,Seymour Road,1150000,House,1774,4,4,4,East Molesey,London,KT8 0PB
2683,17 Lillie Square,2170000,New development,1083,3,3,3, Earls Court,London,SW6 1UE
2684,Queen's Gate Terrace,1395000,Flat / Apartment,924,2,2,2,,London,SW7 5PL
2685,Brynmaer Road,2300000,House,2062,4,4,4,,London,SW11 4EW
2686,Eagle Point,899995,Flat / Apartment,863,2,2,2, Old Street,London,EC1V 1AR
2687,Battersea High Street,900000,House,902,2,2,2,,London,SW11 3HX
2688,Norfolk Road,6395000,House,2944,3,3,3,St. John's Wood,London,NW8 6HE
2689,Belgravia Court,1350000,Flat / Apartment,750,2,2,2,33 Ebury Street,London,SW1W 0NY
2690,Icon Apartments,5000000,Penthouse,4004,4,4,4, Pimlico,London,SW1V 3JY
2691,Queensmill Road,2300000,House,2713,6,6,6,Fulham,London,SW6 6JP
2692,Welbeck House,6100000,Flat / Apartment,2625,5,5,5, Marylebone,London,W1G 9XE
2693,Castlebar Hill,950000,House,968,2,2,2,Ealing,London,W5 1TD
2694,St. George's Square,2325000,Penthouse,1895,4,4,4,Pimlico,London,SW1V 3QN
2695,Ingram Avenue,17950000,House,14358,7,7,7,Hampstead Garden Suburb,London,NW11 6TL
2696,Coleherne Court,1195000,Flat / Apartment,1039,3,3,3,Old Brompton Road,London,SW5 0EE
2697,Airedale Avenue,2250000,House,1874,5,5,5,Chiswick,London,W4 2NW
2698,Bridges Wharf,595000,Flat / Apartment,674,2,2,2, Battersea,London,SW11 3GZ
2699,Birdhurst Road,700000,Flat / Apartment,801,3,3,3,,London,SW18 1AR
2700,Ann Street,675000,Flat / Apartment,736,2,2,2,,London,N1 7FF
2701,Quartz House,800000,Flat / Apartment,907,2,2,2, Ealing,London,W5 2XA
2702,Kings Road,1100000,Flat / Apartment,1156,2,2,2,,London,SW10 0TX
2703,Kingsway,995000,Flat / Apartment,685,2,2,2,,London,WC2B 6EL
2704,North Gate,3500000,Flat / Apartment,2423,4,4,4, St. John's Wood,London,NW8 7EJ
2705,Burlington Gardens,3950000,House,4188,7,7,7,Chiswick,London,W4 4LT
2706,South Terrace,6750000,House,3719,5,5,5,,London,SW7 2TB
2707,Wilton Place,9000000,House,4039,5,5,5,,London,SW1X 8RL
2708,Bentley Priory,700000,Flat / Apartment,1221,3,3,3, Stanmore,London,HA7 3FB
2709,Oaklands Estate,500000,Flat / Apartment,945,4,4,4,Clapham,London,SW4 8AG
2710,Kirby Street,950000,Flat / Apartment,870,2,2,2,Clerkenwell,London,EC1N 8TE
2711,St. Luke's Avenue,1100000,New development,1310,2,2,2,,London,SW4 7EB
2712,Carillon Court,470000,Penthouse,496,1,1,1, Shoreditch,London,E1 5EN
2713,Petersham Road,2980000,House,3433,6,6,6,Richmond,London,TW10 7DA
2714,Hopkinsons Place,1250000,Flat / Apartment,969,3,3,3,Primrose Hill,London,NW1 8TN
2715,Reform Street,850000,House,1017,2,2,2,Battersea,London,SW11 5AJ
2716,Tufton Court,1325000,Flat / Apartment,1167,3,3,3,Tufton Street,London,SW1P 3QH
2717,The Knightsbridge Apartments,6950000,Flat / Apartment,1584,3,3,3,199 Knightsbridge,London,SW7 1RH
2718,Hilliard Road,650000,House,1386,4,4,4,Northwood,London,HA6 1SP
2719,St. Peters Square,3400000,House,2441,4,4,4,Hammersmith,London,W6 9AB
2720,Drake House,1650000,Flat / Apartment,1189,2,2,2,76 Marsham Street,London,SW1P 4LY
2721,The Belvedere,2750000,Flat / Apartment,2080,4,4,4, Chelsea,London,SW10 0XA
2722,Wheatley Street,2200000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS
2723,Ellerby Street,3875000,House,4095,7,7,7, Fulham,London,SW6 6EY
2724,Cornwall Gardens,4350000,Penthouse,2494,3,3,3,,London,SW7 4BQ
2725,Colefax Building,475000,Flat / Apartment,542,1,1,1,23 Plumbers Row,London,E1 1EQ
2726,Sculpture House,450000,Flat / Apartment,738,2,2,2,4 Killick Way,London,E1 3FE
2727,Westbourne Terrace,1450000,Flat / Apartment,1067,2,2,2,,London,W2 6QT
2728,Durham Terrace,2250000,Flat / Apartment,1539,2,2,2,,London,W2 5PB
2729,New Road,4750000,House,8081,7,7,7,Esher,London,KT10 9PG
2730,Cedars Road,3500000,House,3001,5,5,5,Barnes,London,SW13 0HP
2731,New Atlas Wharf,865000,Flat / Apartment,1551,3,3,3,3 Arnhem Place,London,E14 3SS
2732,Benbow House,8250000,Penthouse,4555,5,5,5, Southwark,London,SE1 9DS
2733,Kent Terrace,7500000,House,3792,5,5,5,Regent's Park,London,NW1 4RP
2734,Park Street,7925000,House,2648,4,4,4,Mayfair,London,W1K 2JZ
2735,Westbridge Road,5250000,House,4144,6,6,6,Battersea Park,London,SW11 3PW
2736,Residence Tower,595000,Flat / Apartment,795,2,2,2,Woodberry Grove,London,N4 2BS
2737,Acfold Road,2650000,House,2454,6,6,6,Fulham,London,SW6 2AL
2738,Abbey Lodge,5950000,Penthouse,2220,4,4,4, St John's Wood,London,NW8 7RL
2739,North Gate,5600000,Flat / Apartment,2509,4,4,4, St. John's Wood,London,NW8 7EH
2740,New Road,2250000,House,3889,4,4,4,Esher,London,KT10 9PG
2741,Dalling Road,1100000,House,1454,4,4,4,,London,W6 0JD
2742,Doulton House,1195000,Flat / Apartment,1024,3,3,3, Fulham,London,SW6 2FS
2743,Queensbridge Road,975000,Flat / Apartment,1194,3,3,3,Hackney,London,E8 3AR
2744,Windsor House,600000,Flat / Apartment,1219,3,3,3, Bushey,London,WD23 2RH
2745,Chiltern Place,4950000,New development,1627,2,2,2,66 Chiltern Street,London,W1U 6NJ
2746,Oakhill Avenue,995000,House,1762,4,4,4,Pinner,London,HA5 3DL
2747,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ
2748,Hollandgreen Place,2750000,New development,1184,2,2,2,,London,W8 6AX
2749,South Quay Plaza,1375000,New development,1203,3,3,3,Canary Wharf,London,E14 9SH
2750,Wardian West Tower,1850000,Penthouse,1268,2,2,2, Canary Wharf,London,E14 9TP
2751,Kings Gate Walk,1825000,New development,934,2,2,2,Victoria,London,SW1E 6AN
2752,St George's Park,807995,New development,1650,5,5,5,Suttons Lane,London,RM12 6RS
2753,Fairacres,1325000,Flat / Apartment,2403,4,4,4, Putney,London,SW15 5LX
2754,Buckingham Gate,750000,Flat / Apartment,596,1,1,1,,London,SW1E 6PB
2755,Wardian East Tower,575000,New development,531,1,1,1, Canary Wharf,London,E14 9TP
2756,Gertrude Street,1425000,Flat / Apartment,983,2,2,2,,London,SW10 0JG
2757,The Arthaus Apartments,550000,Flat / Apartment,672,2,2,2,205 Richmond Road,London,E8 3FF
2758,Duchess of Bedford House,2200000,Flat / Apartment,1337,3,3,3,Duchess of Bedfords Walk,London,W8 7QN
2759,Malvern Terrace,2000000,House,1450,4,4,4,Islington,London,N1 1HR
2760,Regan Yard,640000,New development,794,3,3,3, London,London,N1 6PH
2761,Aberdeen Road,3500000,House,3247,5,5,5,,London,N5 2XB
2762,23 Maud Street,765000,Flat / Apartment,1234,3,3,3,Royal Docks,London,E16 1YU
2763,Mozart Terrace,7500000,House,3871,5,5,5,Ebury Street,London,SW1W 8UP
2764,Gayville Road,875000,Flat / Apartment,782,2,2,2,,London,SW11 6JP
2765,The Spinney,4350000,New development,8151,5,5,5,Queens Drive,London,KT22 0PL
2766,Jessel Drive,475000,House,1018,3,3,3,Loughton,London,IG10 2EX
2767,Boat Race House,1320000,New development,1452,2,2,2,63 Mortlake High Street,London,SW14 8HL
2768,Whiston House,550000,Flat / Apartment,558,2,2,2, Halton Road,London,N1 2DH
2769,Ebury Square,5395000,Flat / Apartment,1845,3,3,3,,London,SW1W 9AH
2770,Hallowell Road,300000,Flat / Apartment,573,1,1,1,Northwood,London,HA6 1DT
2771,Sussex Square,1600000,Flat / Apartment,1535,4,4,4,Paddington,London,W2 2SR
2772,St John's Place,890000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4NP
2773,Junction House,862000,New development,978,3,3,3, Battersea,London,SW11 2NU
2774,Regents House,775000,New development,636,1,1,1, Battersea,London,SW11 4FA
2775,Charles Street,1600000,New development,1500,3,3,3,Barnes,London,SW13 0NZ
2776,Queen's Gate Place,1950000,Flat / Apartment,1376,2,2,2,,London,SW7 5NU
2777,Goodwood Court,680000,Flat / Apartment,484,1,1,1,54-57 Devonshire Street,London,W1W 5DZ
2778,Old Church Street,7600000,House,2896,4,4,4,,London,SW3 5DQ
2779,Overstrand Mansions,1800000,Flat / Apartment,1386,3,3,3,Prince of Wales Drive,London,SW11 4HA
2780,Overstrand Mansions,1490000,Flat / Apartment,1452,3,3,3,Prince of Wales Drive,London,SW11 4EY
2781,Cranbourne Court,1500000,Flat / Apartment,1088,2,2,2,Albert Bridge Road,London,SW11 4PE
2782,Enclave Court,1100000,Flat / Apartment,1056,1,1,1, Clerkenwell,London,EC1V 0BH
2783,Girdlers Road,1030000,Flat / Apartment,959,2,2,2,Brook Green,London,W14 0PS
2784,Television Centre,1350000,Flat / Apartment,1007,2,2,2,3 Wood Crescent,London,W12 7GN
2785,Pentland House,880000,Flat / Apartment,693,2,2,2,188 Cromwell Road,London,SW5 0SJ
2786,Belgrave Court,875000,Flat / Apartment,1278,2,2,2, Canary Wharf,London,E14 8RJ
2787,Gooch House,544999,Flat / Apartment,792,2,2,2, Greenwich,London,SE10 0XL
2788,Holland Road,799000,Flat / Apartment,835,1,1,1,,London,W14 8HL
2789,Cadogan Court,5250000,Flat / Apartment,2456,4,4,4, Chelsea,London,SW3 3BX
2790,Winchester Place,2150000,New development,2453,4,4,4,Highgate,London,N6 5HJ
2791,Winchester Place,2000000,New development,2421,4,4,4,Highgate,London,N6 5HJ
2792,Windmill Road,1000000,House,2701,4,4,4,Brentford,London,TW8 9NH
2793,Green Street,3850000,Flat / Apartment,995,2,2,2,Mayfair,London,W1K 6RL
2794,Christchurch,875000,Flat / Apartment,1193,2,2,2, Richmond,London,TW9 2AU
2795,Lammas Park Road,700000,Flat / Apartment,1025,3,3,3,,London,W5 5JD
2796,Sedlescombe Road,2000000,House,2282,4,4,4,,London,SW6 1RB
2797,Elsworthy Road,7250000,New development,3185,4,4,4,Primrose Hill,London,NW3 3DS
2798,Roland Gardens,3250000,Flat / Apartment,2476,4,4,4,,London,SW7 3PG
2799,Sloane Court East,1075000,Flat / Apartment,724,1,1,1,,London,SW3 4TQ
2800,Bickenhall Mansions,2850000,Flat / Apartment,2163,4,4,4,Bickenhall Street,London,W1U 6BU
2801,Stanley Mansions,1650000,Flat / Apartment,1139,3,3,3, Chelsea,London,SW10 0AG
2802,Carrington House,1700000,Flat / Apartment,788,2,2,2, Mayfair,London,W1J 7RG
2803,Winston Road,1350000,House,1552,4,4,4,,London,N16 9LL
2804,Milton Grove,2395000,House,2277,4,4,4,Stoke Newington,London,N16 8QY
2805,Mallord Street,5750000,House,3059,5,5,5,,London,SW3 6DT
2806,West Smithfield,895000,Flat / Apartment,648,2,2,2,,London,EC1A 9DY
2807,Clarence Park Crescent,2500000,House,2316,5,5,5,Stanmore,London,HA7 3GD
2808,Sandy Lodge Way,850000,House,1384,5,5,5,Northwood,London,HA6 2AS
2809,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB
2810,Lowther Road,2800000,House,3502,6,6,6,Barnes,London,SW13 9NP
2811,The Vineyard,595000,Flat / Apartment,632,1,1,1,Richmond,London,TW10 6AS
2812,Paddock Way,3499000,House,4831,5,5,5,Putney,London,SW15 3TN
2813,Danemere Street,2350000,House,3134,6,6,6,Putney,London,SW15 1LT
2814,Ravenswood Park,925000,House,1607,4,4,4,Northwood,London,HA6 3PR
2815,Lavender Gardens,950000,Flat / Apartment,911,2,2,2,,London,SW11 1DJ
2816,Quarrendon Street,4000000,House,3394,6,6,6, Fulham,London,SW6 3ST
2817,Icon Apartments,525000,Flat / Apartment,1030,3,3,3,32 Duckett Street,London,E1 4FX
2818,Metcalfe Court,575000,Flat / Apartment,924,2,2,2, Greenwich,London,SE10 0BZ
2819,Godolphin Road,1495000,House,1965,4,4,4,Shepherd's Bush,London,W12 8JW
2820,Almeric Road,500000,Flat / Apartment,546,2,2,2,,London,SW11 1HL
2821,Manor Road South,1199950,House,2041,4,4,4,Esher,London,KT10 0QL
2822,Bedford Row,3000000,House,2607,5,5,5,,London,SE1 4GP
2823,Tudor House,925000,New development,666,1,1,1,Duchess Walk,London,SE1 2SA
2824,Grosvenor Square,18950000,Flat / Apartment,3541,4,4,4,,London,W1K 6LE
2825,Northumberland Place,3250000,House,1929,4,4,4,Notting Hill,London,W2 5BS
2826,Eaton House,1200000,Flat / Apartment,1574,3,3,3, Canary Wharf,London,E14 8RN
2827,Sandy Lodge Way,1250000,House,1500,4,4,4,Northwood,London,HA6 2AS
2828,Yoakley Road,1250000,House,1252,3,3,3,Stoke Newington,London,N16 0BA
2829,Chalfont House,4350000,Flat / Apartment,1773,3,3,3,19-21 Chesham Street,London,SW1X 8NG
2830,Woodstock Grove,450000,Flat / Apartment,440,1,1,1,,London,W12 8LE
2831,Albert Court,2950000,Flat / Apartment,1055,2,2,2,Kensington Gore,London,SW7 2BL
2832,Wellfields,1000000,House,1758,4,4,4,Loughton,London,IG10 1NX
2833,St. Frideswides Mews,400000,House,571,1,1,1,Canary Wharf,London,E14 6LN
2834,Harcourt Terrace,1200000,Flat / Apartment,569,1,1,1,,London,SW10 9JP
2835,Garthside,2500000,House,4348,6,6,6, Ham,London,TW10 5JA
2836,Masons Yard,950000,Flat / Apartment,519,1,1,1,St James's,London,SW1Y 6BU
2837,Redington Road,1300000,Flat / Apartment,1210,3,3,3,Hampstead,London,NW3 7RR
2838,Discovery Dock Apartments West,800000,Flat / Apartment,1066,2,2,2, Canary Wharf,London,E14 9LT
2839,Manor Road,2650000,House,3788,4,4,4, Loughton,London,IG10 4AD
2840,Manor Road,2995000,House,4543,5,5,5, Loughton,London,IG10 4AD
2841,Pelhams Walk,2350000,New development,4300,5,5,5,Esher,London,KT10 8QD
2842,Pembroke Avenue,799000,House,1589,4,4,4,Surbiton,London,KT5 8HW
2843,Abingdon Villas,4650000,House,3343,4,4,4,,London,W8 6BX
2844,Columbia Gardens,695000,New development,551,1,1,1,,London,SW6 1FA
2845,Copsem Drive,2350000,House,5011,6,6,6,Esher,London,KT10 9HD
2846,New Crane Place,1999000,Flat / Apartment,2247,3,3,3,,London,E1W 3TX
2847,Eaton Square,995000,Flat / Apartment,1073,2,2,2,,London,SW1W 9BD
2848,Courtyard House,1200000,Flat / Apartment,1147,3,3,3, Fulham,London,SW6 2TR
2849,North Gate,2999000,Flat / Apartment,1581,3,3,3,Prince Albert Road,London,NW8 7EJ
2850,Waterford Road,2995000,House,2486,5,5,5, Fulham,London,SW6 2DR
2851,Earl's Court Square,525000,Flat / Apartment,420,1,1,1,,London,SW5 9DG
2852,Onedin Point,600000,Flat / Apartment,799,2,2,2,22 Ensign Street,London,E1 8JT
2853,Clapham Common North Side,6995000,House,8880,7,7,7,Clapham,London,SW4 0AA
2854,Rosscourt Mansions,1000000,Flat / Apartment,1156,3,3,3,Buckingham Palace Road,London,SW1W 0PR
2855,Donovan Court,875000,Flat / Apartment,648,1,1,1, London,London,SW10 9QS
2856,Park Village West,3950000,House,2029,4,4,4,Regent's Park,London,NW1 4AE
2857,Harley Street,18500000,House,8603,6,6,6,Marylebone,London,W1G 6BF
2858,Amhurst Road,485000,Flat / Apartment,563,1,1,1,Hackney,London,E8 2AW
2859,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG
2860,New Barns Farm,1000000,House,1690,4,4,4, Chigwell,London,IG7 6BJ
2861,New Barns Farm,1000000,New development,1636,3,3,3, Chigwell,London,IG7 6BJ
2862,New Barns Farm,950000,New development,1560,3,3,3, Chigwell,London,IG7 6BJ
2863,Bideford Avenue,650000,New development,1139,4,4,4,Perivale,London,UB6 8DF
2864,Lingfield Road,1295000,Flat / Apartment,1372,2,2,2,Wimbledon,London,SW19 4QA
2865,Coombe End,3650000,House,5424,6,6,6,Kingston upon Thames,London,KT2 7DQ
2866,Berkeley Tower,550000,Flat / Apartment,691,1,1,1, Canary Wharf,London,E14 8RP
2867,Ditton Grove,1000000,New development,1610,3,3,3,Esher,London,KT10 9FN
2868,Arundel Gardens,9500000,House,4683,6,6,6,Notting Hill,London,W11 2LB
2869,Abbey Road,1750000,Penthouse,1535,3,3,3,St John's Wood,London,NW8 9GS
2870,The Mansions,1650000,Flat / Apartment,1698,4,4,4,252 Old Brompton Road,London,SW5 9HW
2871,Richard Burbidge Mansions,1700000,Flat / Apartment,1796,3,3,3, Barnes,London,SW13 8RB
2872,Clapham Common North Side,685000,Flat / Apartment,655,1,1,1,,London,SW4 9SH
2873,Geraldine Road,800000,Flat / Apartment,993,2,2,2,Wandsworth,London,SW18 2NS
2874,Linksway,4995000,House,8042,6,6,6,Northwood,London,HA6 2XB
2875,Wimbledon Park Road,2650000,House,3468,5,5,5,Putney,London,SW18 5SJ
2876,Barnes Avenue,3500000,New development,2720,5,5,5,Barnes,London,SW13 9AB
2877,New Providence Wharf,320000,Flat / Apartment,469,1,1,1, Canary Wharf,London,E14 9PL
2878,Upper Belgrave Street,8500000,Penthouse,3041,3,3,3,,London,SW1X 8BD
2879,Rathbone Square,2700000,New development,1087,3,3,3, Fitzrovia,London,W1T 1JN
2880,Ebury Street,3095000,Flat / Apartment,1450,3,3,3,,London,SW1W 0PB
2881,Arlington Street,3750000,Penthouse,1589,3,3,3,St James's,London,SW1A 1RD
2882,Moor Lane,800000,Flat / Apartment,572,1,1,1,City Of London,London,EC2Y 9BA
2883,Duncan Terrace,4250000,House,2940,4,4,4,Islington,London,N1 8AG
2884,The Old Sorting Office,700000,Flat / Apartment,736,1,1,1, Barnes,London,SW13 0LF
2885,The Woods,2650000,House,4828,7,7,7,Northwood,London,HA6 3EY
2886,Fife Road,4750000,House,4206,4,4,4,East Sheen,London,SW14 8BJ
2887,Tenby Mansions,3750000,Penthouse,2433,3,3,3, Marylebone,London,W1U 5ER
2888,Manor Road,2800000,House,4378,8,8,8,Chigwell,London,IG7 5PQ
2889,Worship Street,1100000,Flat / Apartment,1024,2,2,2,Shoreditch,London,EC2A 2AH
2890,Westleigh Avenue,2695000,House,3646,7,7,7,Putney,London,SW15 6RQ
2891,Benson House,1850000,New development,942,2,2,2,4 Radnor Terrace,London,W14 8FE
2892,Parnell Road,325000,Flat / Apartment,538,1,1,1,,London,E3 2RT
2893,Clapham Common North Side,2750000,House,3574,6,6,6,,London,SW4 9SE
2894,Wellington House,3500000,Penthouse,1662,3,3,3, Westminster,London,SW1E 6AL
2895,Colinette Road,4075000,House,5675,7,7,7,Putney,London,SW15 6QG
2896,Holland Park Villas,6950000,New development,1968,3,3,3,6 Campden Hill,London,W8 7AD
2897,North Grove,2500000,House,2597,4,4,4,Highgate,London,N6 4SH
2898,17 Lillie Square,830000,New development,600,1,1,1, Earls Court,London,SW6 1UE
2899,17 Lillie Square,1425000,New development,911,2,2,2, Earls Court,London,SW6 1UE
2900,Orchard Court,14500000,Flat / Apartment,4506,4,4,4, Marylebone,London,W1H 6LE
2901,Greville Road,699950,Flat / Apartment,901,1,1,1,St Johns Wood,London,NW6 5JA
2902,Sandpits Road,1125000,House,1458,4,4,4,Richmond,London,TW10 7DT
2903,"Dominion House, Barts Square",900000,New development,522,1,1,1, Farringdon,London,EC1A 7BF
2904,Beechmore Road,915000,Flat / Apartment,1186,2,2,2,,London,SW11 4ET
2905,Wilton Crescent &  Kinnerton Street,19000000,House,6796,7,7,7,Belgravia,London,SW1X 8RN
2906,Denison House,525000,Flat / Apartment,844,2,2,2, Canary Wharf,London,E14 9JJ
2907,South Hill Park,1100000,Flat / Apartment,781,2,2,2,Hampstead,London,NW3 2SS
2908,Allingham Court,8850000,Penthouse,5138,3,3,3,44 The Bishops Avenue,London,N2 0BA
2909,Blackfriars Road,2985000,New development,1835,2,2,2,,London,SE1 9GD
2910,Carlton Hill,5695000,House,3110,4,4,4,St John's Wood,London,NW8 0EL
2911,Spice Court,725000,Flat / Apartment,1007,2,2,2,Asher Way,London,E1W 2JD
2912,Ikins House,23950000,New development,15405,7,7,7,Hampstead Heath,London,NW11
2913,Lancaster Gate,1300000,Flat / Apartment,834,2,2,2,Bayswater,London,W2 3LH
2914,Television Centre,1550000,New development,1016,2,2,2,5 Wood Crescent,London,W12 7GR
2915,Brompton Square,15495000,House,6359,7,7,7,,London,SW3 2AE
2916,Vincent Square,1425000,Flat / Apartment,1218,2,2,2,Westminster,London,SW1P 2PQ
2917,Gainsborough House,6175000,Penthouse,3150,3,3,3, Hampstead,London,NW3 6PZ
